;count;unique;top;freq;mean;std;min;0%;1%;5%;10%;25%;50%;75%;90%;95%;99%;100%;max;missing;total count;% missing;variability;variability_decision;completeness_decision
Per-Dea-Bot-Mus_dis;560.0;;;;0.002567808224199946;0.0015150520800220127;0.0002439586659104;0.0002439586659104;0.00029457897102581904;0.000425783548547495;0.0007195711591639801;0.001410387680044025;0.0022483562177039998;0.00387663663354185;0.00493231917161466;0.005263429663541125;0.005522478632354883;0.0056463779366187;0.0056463779366187;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Mus_dis;560.0;;;;2.414580360449576;1.2422649329926119;0.2755184367608306;0.2755184367608306;0.35080393840566376;0.5883342133725074;0.7339327139256768;1.6101774285700743;2.241653403311887;3.288348065183199;4.305070726827266;4.9129387728304;5.114736994304861;5.204002331374624;5.204002331374624;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Nut_def;560.0;;;;239.1159029483372;697.7655493563373;1.293669650765942;1.293669650765942;1.5928532720263706;3.073985808343029;3.9453876046232814;7.509616732802219;46.22306079729819;155.750350777781;387.0498398520467;753.6635947206803;3890.6597028799624;4733.997862856449;4733.997862856449;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Nut_def;560.0;;;;0.0009145383464875936;0.0013644657344596231;5.378858904606831e-05;5.378858904606831e-05;5.8407928124641756e-05;6.819690577657619e-05;8.6681502432826e-05;0.000145920696258275;0.0003040642817636;0.0012358339776941999;0.0018621846290513804;0.003069544992108693;0.007168554369411092;0.0078472840845107;0.0078472840845107;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Nut_def;560.0;;;;0.834041103645048;1.1741494092562461;0.0517278378283378;0.0517278378283378;0.05580725617151753;0.07440071964768182;0.08593256475761306;0.1715845984263685;0.3383196499875504;1.1215755428190444;1.6641254831314807;2.944939932284449;6.005208012000202;7.150588092948208;7.150588092948208;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Dig_dis;560.0;;;;8841.367573961737;11189.552067323633;190.78960223886227;190.78960223886227;193.1286211316637;592.956772759721;1040.3293945135945;2203.1370011553618;3332.867651181389;10652.396985644296;27344.056158952764;30236.320974410493;45598.91432835671;48419.675761949344;48419.675761949344;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Dig_dis;560.0;;;;0.04656987010480106;0.008771418451523414;0.0282428945157964;0.0282428945157964;0.028659689652775454;0.03264759965129909;0.03420409673083719;0.03927730699267975;0.04775705852226045;0.05277152327596405;0.05679392677654526;0.05931151190623651;0.06849837137803144;0.0710886114280111;0.0710886114280111;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Dig_dis;560.0;;;;47.31032843360756;12.435232311682883;22.719967200687517;22.719967200687517;23.19076973625916;26.523545393222008;32.08143109505788;39.635323345603716;46.918342690285556;53.02380149009298;64.8368526549915;71.50725805285295;82.62017963962029;93.25421623529914;93.25421623529914;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Mal_ski_mel;560.0;;;;601.6255076476853;738.6318633770435;12.982206352426038;12.982206352426038;14.397065076400866;50.25560389129207;72.65929780382626;157.1427308467446;295.28249149659536;623.9661647079224;1989.3150875435265;2244.2329952811383;3083.2560385686365;3210.868686502842;3210.868686502842;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Mal_ski_mel;560.0;;;;0.0036228162209491622;0.0013919831514615842;0.0009637812872355;0.0009637812872355;0.001245624010540652;0.0016234638785350651;0.0019170960068632002;0.002591793964223825;0.00340362968704425;0.00440294840450515;0.005581799922853511;0.006202256058367086;0.007696548464410676;0.0078546996890229;0.0078546996890229;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Mal_ski_mel;560.0;;;;3.5230319300136017;1.097527707862604;1.3739831311562536;1.3739831311562536;1.5706005188349461;1.8629818615992195;2.152066623354305;2.843197447601556;3.374936228529543;4.05715959794687;5.101505362476792;5.756046251995479;6.381919768347676;6.456062210849814;6.456062210849814;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Lip_and_ora_cav_can;560.0;;;;665.3311515400785;811.5021251094303;13.355242128457297;13.355242128457297;13.653268372300108;55.76657909601527;64.87671667607248;149.21700228419465;283.58156064225614;960.9884549472973;1949.17254188514;2595.358965583838;2989.099900236444;3025.824983463985;3025.824983463985;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Lip_and_ora_cav_can;560.0;;;;0.0035914385783560304;0.0009871460062356424;0.0016992592348587;0.0016992592348587;0.00186519221838035;0.002190016460225105;0.0023789903067470202;0.0031605332447061747;0.00354683806962945;0.0038263727358928247;0.004545639739246411;0.005557035004712035;0.0073080095718765685;0.0075118025479102;0.0075118025479102;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Lip_and_ora_cav_can;560.0;;;;3.676293501552985;1.3893996239182358;1.650110998334516;1.650110998334516;1.8730338008064746;2.0702421011572962;2.186608663987214;2.858855728209269;3.439385914933217;4.182394049489203;5.14526038028404;5.544998607747026;9.438873998679172;9.945174318829816;9.945174318829816;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Tra_bro_and_lun_can;560.0;;;;10978.072076863878;13975.437639994569;238.14255713294864;238.14255713294864;259.4934531188388;732.8860494090087;1115.5506681597578;2168.7850486143234;4237.764955690474;10518.155988591308;36712.643373206134;40045.55352988517;52934.780577808706;54378.70999373568;54378.70999373568;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Tra_bro_and_lun_can;560.0;;;;0.05705852746069262;0.014063783753810233;0.0218117854377761;0.0218117854377761;0.032455043954395205;0.03569919432106026;0.03732343753800191;0.04467846652064333;0.0584079884508911;0.06891551476596197;0.07453949084084056;0.07736178694161366;0.0870900633381058;0.0886568669015247;0.0886568669015247;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Tra_bro_and_lun_can;560.0;;;;56.6034845522135;13.088203423116575;34.297448875514604;34.297448875514604;36.502702240836506;40.06136711965927;42.134070867394676;45.63086928496386;54.966588727876754;64.1925079314895;73.76389341795503;78.53329800573087;93.69320854265962;95.75604596145132;95.75604596145132;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Non_ski_can;560.0;;;;242.48482844972324;283.38867163343934;3.47909428907908;3.47909428907908;3.9716029844377263;17.628964693369525;30.923003023729784;51.91234884155571;113.2332330482887;286.5354200033302;722.1851524923923;895.2866111778975;1023.784511547698;1083.5881795257944;1083.5881795257944;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Non_ski_can;560.0;;;;0.0013628088073235761;0.00038767228365453344;0.0006174712396855;0.0006174712396855;0.00071727184363678;0.000804286610502465;0.00089126824056707;0.001060622192343175;0.00131963331898725;0.001632590150680825;0.00183726092568302;0.0019806938260204647;0.002605717063593262;0.0027544525029126;0.0027544525029126;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Non_ski_can;560.0;;;;1.3755196321860033;0.44081400874615007;0.6266170844679301;0.6266170844679301;0.6569483244357497;0.7760294235413038;0.8491926448490674;1.0378679076354924;1.3268468962695033;1.619082206346568;2.012247201007351;2.2383311348797577;2.572413897160898;2.714198859994472;2.714198859994472;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Tot_can;560.0;;;;51069.72977485646;65707.02857695664;1068.9211700834387;1068.9211700834387;1122.9513689965868;3717.4091385308025;5743.531454031949;11372.098920395118;22957.362706254462;47707.36899296509;169409.47837701472;185476.94261108412;260832.6933456634;270525.45571318705;270525.45571318705;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Tot_can;560.0;;;;0.26906106895667187;0.04415698006690327;0.1120507207979897;0.1120507207979897;0.155931996879976;0.1836932496975896;0.20030396694001726;0.25041078112928383;0.2758624964368721;0.29964135265844466;0.31454043843393414;0.33013095423117594;0.3575178922346097;0.3614958332454281;0.3614958332454281;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Tot_can;560.0;;;;267.32533515715;36.69443777890473;180.03939806608534;180.03939806608534;189.96032704673436;204.24666716401;220.35190877607903;243.68497326945604;268.74058477979304;291.0671340157283;313.20225020673547;322.9388425655082;356.2111187776763;363.14331204475855;363.14331204475855;0.0;560.0;0.0;high_variation;accept;accept_100
