;count;unique;top;freq;mean;std;min;0%;1%;5%;10%;25%;50%;75%;90%;95%;99%;100%;max;missing;total count;% missing;variability;variability_decision;completeness_decision
Rat-Pre-Bot-Men_dis;560.0;;;;14131.07314118453;1984.5211317949609;10422.10944233213;10422.10944233213;10497.623861738042;11379.496384927474;11521.51657943763;12152.305184783389;14297.62207162708;15338.518114428756;16544.065596120134;17478.74397928726;18561.12748611937;18938.65963161232;18938.65963161232;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Res_inf_and_tub;560.0;;;;2789694.093954459;3172458.3318588943;59982.5479564576;59982.5479564576;60558.24914804219;287562.10168748646;430635.94730411016;684084.0942932484;1385215.1568498202;2837230.6413090997;8595584.425232828;9789510.312307384;11449793.291421598;12068281.77501548;12068281.77501548;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Res_inf_and_tub;560.0;;;;0.18117134898293058;0.06180959921035024;0.0720952394231332;0.0720952394231332;0.07746551031643552;0.11826926969514495;0.12182415789659289;0.1320252434356246;0.15111193759797345;0.233965786771994;0.27335551388495777;0.2942517216501994;0.3201221996980272;0.3315027610639299;0.3315027610639299;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Res_inf_and_tub;560.0;;;;17232.491663112825;6000.264652307595;6816.225383212493;6816.225383212493;7304.414602168698;11114.22500876826;11496.116318512359;12433.955903809561;14275.33003514534;22328.729048976034;26204.784307677397;28156.869000480823;30631.77171862578;31952.97723113598;31952.97723113598;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Neo;560.0;;;;2316766.985255553;2974031.3199797543;53372.84448663642;53372.84448663642;56179.841946792105;226272.54148115814;299417.47772525996;652664.4507869089;1097075.1407781234;2140638.3584293886;6344029.072440023;8792516.685646193;13846824.828704458;14391992.57549783;14391992.57549783;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Neo;560.0;;;;0.14357876060611238;0.038859957440085004;0.0504932259099619;0.0504932259099619;0.051461235310364534;0.089877752539401;0.09766956881656821;0.11862533942787952;0.13814797647166624;0.16561322892165242;0.18895072492485027;0.20332863533711715;0.2695914512208213;0.2749692472699216;0.2749692472699216;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Neo;560.0;;;;13644.47571490454;3760.4820523769195;4805.724066762786;4805.724066762786;4896.509037981635;8442.370546147582;9155.06352065141;11190.810568659703;13065.065111944976;15732.494586499197;18148.632769766074;19502.730723784975;25620.114414240943;26139.672143480697;26139.672143480697;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Car_dis;560.0;;;;1975371.0447617734;2510545.072758301;39923.25451600675;39923.25451600675;44027.678221591865;171613.65289742497;253342.95144898238;496036.58210376697;984252.5041944138;1859038.177909032;5905173.213517526;8342622.064373558;9911875.553595245;10312277.949536404;10312277.949536404;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Car_dis;560.0;;;;0.11416607245212108;0.01795406907542005;0.0753596966084753;0.0753596966084753;0.07638420432399692;0.09198963511456083;0.09417293935618629;0.09904633338685268;0.1121803031901555;0.12725564425968416;0.1407252629128986;0.14596147369751006;0.15401405470538165;0.1651757628023815;0.1651757628023815;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Car_dis;560.0;;;;10845.75386933593;1777.8294772535282;6983.812260760719;6983.812260760719;7083.597218250126;8706.969054473406;8889.757014511499;9349.259232239645;10608.74765879817;12110.177961480691;13454.589637821271;14000.618380429556;14726.693395300337;15937.503523532434;15937.503523532434;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Chr_res_dis;560.0;;;;1974745.4503643282;2629668.764405347;49911.126374347295;49911.126374347295;52194.75473535873;60325.57310608311;129128.32747076242;464863.5352160217;879040.3543526889;1804665.1546801548;6573975.001617173;9007684.885601075;10012316.33877878;10188014.570440892;10188014.570440892;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Chr_res_dis;560.0;;;;0.10424995178212461;0.03166831784168951;0.0392021633862669;0.0392021633862669;0.04102597459376052;0.05280459762946772;0.05532478390745627;0.08452944976972787;0.10766590715568936;0.12661816907643575;0.14059865819863018;0.15666794575203266;0.1734427625281802;0.1756692568998211;0.1756692568998211;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Chr_res_dis;560.0;;;;9873.298368875101;2944.4530955601635;3745.727884017022;3745.727884017022;3920.2116892412696;5047.402782278977;5295.922751602586;8118.881227019587;10157.04593773868;11853.019044856026;13292.020649621498;14829.506388982763;16411.621083594528;16609.792665279398;16609.792665279398;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Neu_dis;560.0;;;;8078322.386021454;10097172.809510441;183007.45000490115;183007.45000490115;197624.5191797942;550538.37571319;834422.361494933;2079880.2958141102;3884390.097222672;8024354.52940912;27074980.403406296;29272841.67008226;37839124.52355602;38804831.17174199;38804831.17174199;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Neu_dis;560.0;;;;0.45278522482536304;0.02587952653910704;0.4010413258678019;0.4010413258678019;0.40240613391665864;0.42123246247477275;0.42364226585376336;0.4299940481679093;0.4516209520807179;0.46698043634916425;0.49440589396836443;0.4984759074589935;0.507836258370707;0.509786209330042;0.509786209330042;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Neu_dis;560.0;;;;42959.20645584757;2283.3168758457537;38337.3830083656;38337.3830083656;38585.283963723;40390.82703870049;40559.853821852565;41029.13552190851;42687.03323995383;44173.923201779726;46672.063194356895;47273.47923344864;48447.4426588552;49080.18714169565;49080.18714169565;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Sub_use_dis;560.0;;;;619843.8486231108;786159.1047828565;16924.318882469244;16924.318882469244;17214.273123536837;48991.62608999718;73787.82428615655;160328.74252685907;312397.8361695761;469901.15904890385;1956888.3376118275;2500965.8719698708;3262894.91460835;3351306.306826705;3351306.306826705;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Sub_use_dis;560.0;;;;0.03612079500133002;0.006871834393701778;0.0212318461526536;0.0212318461526536;0.02275610035991908;0.025459309596074068;0.026788610274784432;0.031834105732348406;0.03588116404807175;0.040319603120096706;0.044549779919827975;0.04832012804281371;0.05234592065633849;0.0541955565874887;0.0541955565874887;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Sub_use_dis;560.0;;;;3425.297216891283;636.7850170439705;2011.367591981805;2011.367591981805;2154.52981788645;2388.779199171438;2554.732543878132;3025.1055247551603;3393.8096943439564;3839.2201952840255;4194.497717424797;4531.883527278211;4926.50368481148;5095.975564199418;5095.975564199418;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Dia_and_kid_dis;560.0;;;;2756272.9059298523;3533672.0853264513;46219.46252636556;46219.46252636556;56556.11430532873;228044.64427154488;339483.55344590015;637519.3963263811;1318782.5497706798;2480075.3599814284;8339136.994461124;10782595.54629167;14867349.265534163;16991600.390607398;16991600.390607398;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Dia_and_kid_dis;560.0;;;;0.1566280548243643;0.024530134999851645;0.0967549685339472;0.0967549685339472;0.1018010046831985;0.11777308780030563;0.1252532170249347;0.13943308677687985;0.1561806814031696;0.1739048706830801;0.1897045469858452;0.19700496820680236;0.21123688866177057;0.2346460355401382;0.2346460355401382;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Dia_and_kid_dis;560.0;;;;14876.880460926624;2408.008405592186;8973.46091902123;8973.46091902123;9471.370901891913;11057.630486240294;11768.317159989727;13192.562056477269;14874.966702210759;16569.734811507467;18053.87920320473;18875.59224881521;20141.943104085112;22420.393254252627;22420.393254252627;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Ski_and_sub_dis;560.0;;;;5676432.890368234;7437401.397581769;135504.51735662835;135504.51735662835;147564.85276582473;335296.3906233696;489607.5029981746;1291041.880650638;2528135.4813337363;4978369.877860273;20244170.06547658;21889020.39389719;27823278.192364555;29131102.02832986;29131102.02832986;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Ski_and_sub_dis;560.0;;;;0.3066053546639051;0.04487591195116148;0.2309459958282085;0.2309459958282085;0.2335846389309067;0.24080971307346538;0.24644887079314878;0.2559220044767513;0.33403692240923455;0.3436290507702358;0.3521949126858915;0.3571933627676447;0.3632662528368701;0.3695318776708351;0.3695318776708351;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Ski_and_sub_dis;560.0;;;;29067.523784047447;4076.8049806972867;22127.747254692247;22127.747254692247;22420.54627184827;23070.26220784835;23563.892384544535;24487.21008224913;31424.02726704312;32473.64700278947;33300.86379428238;33782.747574388166;34309.297295308985;34719.554998494335;34719.554998494335;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Mus_dis;560.0;;;;5025280.2562935315;6651789.397026528;113082.25656692788;113082.25656692788;124612.51569246473;287790.2126028568;458867.89619427855;1090103.1316648517;2252316.6145112673;4359111.584494389;17949048.371732302;19475743.77454335;25746014.961550236;26772052.8607788;26772052.8607788;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Mus_dis;560.0;;;;0.2697754652900669;0.042788732660138655;0.1880075066306982;0.1880075066306982;0.19582768690172078;0.20664446186553959;0.21313092183026516;0.22842695002226612;0.2766915669669885;0.30404024747379554;0.3259270229193117;0.33586047688019416;0.34593903004276905;0.3490796923702347;0.3490796923702347;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Mus_dis;560.0;;;;25579.596556472858;3937.145519371573;17915.172619343088;17915.172619343088;18763.968628909013;19750.9451145758;20388.44458636728;21883.430336017253;26032.974661730488;28776.5465098418;30884.958366248742;31733.00688772002;32672.930825012085;33030.86754592233;33030.86754592233;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Nut_def;560.0;;;;1139902.0881993049;1348525.2802920125;22057.02600692461;22057.02600692461;22440.309068560087;114201.87250026561;156353.74865865763;256365.19733165507;484118.0270581935;1108277.3257280479;3677194.797138553;3881199.711235878;4440737.450857313;5169129.192420301;5169129.192420301;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Nut_def;560.0;;;;0.06863293655297749;0.022264600049779964;0.0414427175180353;0.0414427175180353;0.0417942023082785;0.04452990005231706;0.04632434771174638;0.04948892502083613;0.06122107705255875;0.08391936866430452;0.1037201517691576;0.10880336667936186;0.11390181057305677;0.1213587776347047;0.1213587776347047;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Nut_def;560.0;;;;6528.84318040077;2168.444686891112;3910.209930403063;3910.209930403063;3945.184700523288;4229.353457939459;4388.655334535044;4665.555619496395;5761.667029838517;8024.55454850284;9971.60677278496;10433.863915070599;10940.01465665734;11633.36583843572;11633.36583843572;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Dig_dis;560.0;;;;5065359.834859944;6273882.6037441855;99972.25014271804;99972.25014271804;110632.27962172966;417598.6062924221;678310.9428630648;1242604.4276761552;2407821.599941777;4428475.09065325;17758652.502143204;20194007.288646247;22511974.207513757;22929009.23422636;22929009.23422636;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Dig_dis;560.0;;;;0.29231690467118876;0.048119979125685095;0.199433790338037;0.199433790338037;0.20854538003677228;0.21409921233285384;0.22867404887005077;0.252391223323968;0.2965431837489355;0.33491332048043976;0.3509736630281986;0.36044280002078316;0.38615451137041634;0.394001862086204;0.394001862086204;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Dig_dis;560.0;;;;27777.200271917915;4789.181982098854;18790.29009227638;18790.29009227638;19562.926330229933;20144.509276563138;21449.536659647467;23699.813482057216;28150.85481800611;32104.116907062707;33660.796712964424;34727.818936248324;37105.47590374343;38016.587839846135;38016.587839846135;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Mal_ski_mel;560.0;;;;25226.391958239143;35949.00609660656;575.8033948628117;575.8033948628117;758.4392230523978;1082.4152072505933;1654.2435663541337;4237.879128545085;10350.724423829573;20698.087779327245;91174.39411299014;108131.02721479093;156157.3994559357;162806.53689618132;162806.53689618132;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Mal_ski_mel;560.0;;;;0.0014358279108715871;0.0007538169555130223;0.0001742553676112;0.0001742553676112;0.000227402898434856;0.00034821384828569505;0.00046170949975758;0.0008334393981203;0.0013601410736530498;0.0019189199440266;0.00252217620944972;0.0029037723809640695;0.003246682283355407;0.0033034937475248;0.0033034937475248;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Mal_ski_mel;560.0;;;;135.8734673822176;70.79463673110193;16.703317833843023;16.703317833843023;21.88875328608186;33.393272438457345;44.17244599613795;79.85995228728974;129.5736329391941;180.04458475670143;237.93771179454112;274.8531417710022;305.55434276370823;311.3452904390604;311.3452904390604;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Lip_and_ora_cav_can;560.0;;;;7866.905971435786;11070.20283040532;201.33773109629288;201.33773109629288;208.1080578699982;399.49498989247434;451.05981316934077;1450.6502241949017;2755.1531162069896;6776.4451444109945;31445.977760462032;34374.97071487978;38943.88702439984;41505.95893789945;41505.95893789945;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Lip_and_ora_cav_can;560.0;;;;0.00040346539287942413;0.00014890879681433425;0.0001449840798551;0.0001449840798551;0.000158544005062752;0.00017997628619361502;0.00022670311012062003;0.000297078050034675;0.0003820807647763;0.00048466221628217497;0.00064425622284465;0.00072162882046603;0.0007795365980325455;0.0008492531172879;0.0008492531172879;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Lip_and_ora_cav_can;560.0;;;;38.25225404689674;14.043823891093279;13.927827411508057;13.927827411508057;15.127928148469222;17.247958135842936;21.59040307669889;28.09976035351477;35.96846439186727;46.10402875589786;60.7917683487949;68.10457681880155;73.42214257665542;80.29452771391954;80.29452771391954;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Tra_bro_and_lun_can;560.0;;;;17734.314096366248;24677.12776316999;338.7628643261446;338.7628643261446;406.3745721856948;809.8019769702094;1427.384567694132;3910.828675040237;6447.50730968067;13737.67569301833;61685.35646388693;72888.84908147845;101555.63554287654;103164.48840056124;103164.48840056124;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Tra_bro_and_lun_can;560.0;;;;0.0009161328977979307;0.0002535919501580485;0.000389606599988;0.000389606599988;0.000459645702921027;0.0005162670354502699;0.0005710852865689401;0.000710699264424375;0.00091762145599055;0.0010990911486335;0.00126456916011758;0.00130851640763195;0.0014695876655352266;0.0015697004279744;0.0015697004279744;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Tra_bro_and_lun_can;560.0;;;;86.89751542047958;23.912590507892695;36.86692600688441;36.86692600688441;43.45512699127846;48.9566559620381;54.60187722990474;67.16625152244306;86.6643099295291;104.38655145564118;120.52655738001295;124.5916586609544;137.21088139312596;146.3490237838858;146.3490237838858;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Non_ski_can;560.0;;;;2954.22735174044;4211.487290678323;49.07649497155599;49.07649497155599;55.42844336001618;74.552716443388;130.65510144872508;483.61648851935104;1042.318795816484;2654.785571713179;10617.055292548603;13124.667565216416;15968.297908213754;19758.344856409043;19758.344856409043;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Non_ski_can;560.0;;;;0.00015415667817796042;8.354951331201938e-05;1.932426786711986e-05;1.932426786711986e-05;2.3332477992621967e-05;4.757967810887577e-05;5.764410121453589e-05;7.585370854818235e-05;0.0001527415819954;0.000204527053429425;0.00024762207282367;0.00031716548680239977;0.00038521561511816203;0.0004848359030429;0.0004848359030429;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Non_ski_can;560.0;;;;14.59562004400622;7.882901149486027;1.8344762533992107;1.8344762533992107;2.2275581170354837;4.549083465499306;5.51662132069157;7.256381046292226;14.420223010013858;19.295113177931032;23.417363319784407;29.8981027625935;36.60192904687363;46.29684245407972;46.29684245407972;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Pre-Bot-Tot_can;560.0;;;;559909.4103000155;780964.2865884817;11966.49769832272;11966.49769832272;13858.688558086778;32514.229171897292;43153.016052706414;122602.40788993012;252084.2011054873;404927.78866257635;2020966.3936314813;2455666.8044194286;3074317.995430475;3231787.328194149;3231787.328194149;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Pre-Bot-Tot_can;560.0;;;;0.029493167953588976;0.007301849160469855;0.0114203133613958;0.0114203133613958;0.012972559741177253;0.01603818650015364;0.01849837047051736;0.0243773832589443;0.0308480094883314;0.034979314028327074;0.037650761680923;0.03997327488102122;0.04391454474571036;0.0462381660420861;0.0462381660420861;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Pre-Bot-Tot_can;560.0;;;;2795.7310103191376;683.510070790227;1094.716608494797;1094.716608494797;1239.369574042794;1529.1856558986772;1780.6945388016518;2336.221206945137;2915.5753763353796;3294.9009227583133;3536.9820336338516;3790.5641574149818;4199.106256785171;4358.873144014192;4358.873144014192;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Men_dis;560.0;;;;2.9036461892454724;5.136944871374946;0.0071352745536137;0.0071352745536137;0.0077133132974785065;0.008462564759009649;0.016068263346104766;0.06379439560717487;0.5797217636673782;3.3859663130314903;11.293827307262314;13.855053468987018;23.21174647766608;24.502355285205905;24.502355285205905;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Men_dis;560.0;;;;1.3981694214419944e-05;1.6500490612402847e-05;9.878588581675557e-08;9.878588581675557e-08;1.0540637604421456e-07;2.077442163566641e-07;3.733591286846943e-07;1.9529706272592574e-06;8.254731160186379e-06;2.1602289410730807e-05;3.657217363825246e-05;4.72654602226589e-05;7.460782623508458e-05;8.282984657470228e-05;8.282984657470228e-05;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Men_dis;560.0;;;;0.0125054476046412;0.013715166859216059;0.0001638946456283;0.0001638946456283;0.000176977437950982;0.00026780154316042;0.00038578137165018;0.0024267310887543247;0.0072412683303494495;0.0196395375071901;0.029029076092534325;0.042251517962004125;0.05951858821332547;0.0643925452339895;0.0643925452339895;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Res_inf_and_tub;560.0;;;;6119.072405670667;8571.897836197202;115.27733335902263;115.27733335902263;119.71929623386278;251.96073930544813;568.4738335112178;1132.9059640319997;2386.746370441074;7509.924431946745;18642.410038032333;22750.00940365321;40695.21292851833;49367.45989625392;49367.45989625392;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Res_inf_and_tub;560.0;;;;0.032999841896562146;0.01577939228050612;0.0085394427787436;0.0085394427787436;0.008759592577837559;0.01209691009553626;0.01523656867244892;0.0199772518267564;0.0310840563314532;0.040517945349938404;0.05500400462344542;0.06561009423908347;0.07358746123432659;0.0813899488565979;0.0813899488565979;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Res_inf_and_tub;560.0;;;;31.986850313682435;13.553563516613181;11.047742167740376;11.047742167740376;11.398888207007154;12.602942790321906;15.137811381794833;23.335685789334676;29.515197243587536;37.54243397419019;52.713357704256154;58.29398962725759;73.62377079879658;82.89008564801374;82.89008564801374;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Neo;560.0;;;;51601.88960236775;66472.9920809653;1074.677237711114;1074.677237711114;1129.58791959285;3738.3600644174376;5768.996578324552;11447.787769779427;23080.091491338353;48060.930618050916;171324.4334762787;187870.61095247988;263192.7672723719;274087.7674037591;274087.7674037591;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Neo;560.0;;;;0.2714768047890325;0.04501981481374541;0.1122536599602054;0.1122536599602054;0.1561483978703762;0.18450998586263928;0.20077675197535444;0.2527865924726348;0.27816220696914584;0.3023778917896028;0.31700161023120027;0.3332159150790823;0.36121454971885036;0.3651501131746676;0.3651501131746676;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Neo;560.0;;;;269.6329424438315;37.03515009652489;180.36546780338105;180.36546780338105;191.64294862330377;204.6047488328301;222.57037512692938;245.4330211545897;271.22334055458134;293.5380293977811;315.5487544521203;326.6619345464147;358.7111428170339;365.3387564601688;365.3387564601688;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Car_dis;560.0;;;;69842.45433483722;79350.447699702;1212.1909165070097;1212.1909165070097;1253.8410215775004;6909.323385096835;9242.290398333884;20743.28216895551;34336.503872934685;94909.8629148227;176984.66892757494;221446.223750276;347316.1411088036;364284.72048232186;364284.72048232186;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Car_dis;560.0;;;;0.4175338206267867;0.09653049662875839;0.2681201710865974;0.2681201710865974;0.2698523970888441;0.2802596569122133;0.3016171678266379;0.3400364416585028;0.39911126559420007;0.47962980211668926;0.5647414907138844;0.5776718736698155;0.6532897742078959;0.68527589648065;0.68527589648065;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Car_dis;560.0;;;;443.0442562142098;198.64780305914235;195.44845704817683;195.44845704817683;200.03797735337244;229.5686491341373;245.28792109571611;294.4234683427287;389.7766771701869;544.4603534392706;717.6392229658095;796.7366611208771;1087.7312636610102;1140.9330515361728;1140.9330515361728;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Chr_res_dis;560.0;;;;8755.067161677634;11966.471700417156;178.45729991924352;178.45729991924352;182.98538174654573;293.09974490924816;472.84936912421796;1705.0048974998012;3572.790224614805;8781.183465860915;30647.582434830503;37721.62400512069;48040.550153908116;51878.55215492874;51878.55215492874;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Chr_res_dis;560.0;;;;0.044357118549462116;0.01928886316951803;0.0144283297018495;0.0144283297018495;0.014608318362234283;0.017998564991802652;0.02047661513905369;0.0299046234331508;0.0397508931155877;0.05852991015258335;0.07370506447313767;0.08113125494907754;0.08375886925256099;0.0853061000548666;0.0853061000548666;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Chr_res_dis;560.0;;;;42.85779589124275;15.531847328126378;18.55860797682628;18.55860797682628;19.76115185858627;21.05991391488771;22.761904981390792;30.50202503432969;39.698152578252824;53.130094376851225;68.01952130450792;73.78978726977947;77.76512920686281;79.44192281283802;79.44192281283802;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Neu_dis;560.0;;;;11865.828271496459;16301.697204839851;195.59564266706832;195.59564266706832;217.87280665400152;658.9049312047412;1068.712508494808;2214.5280339534893;4795.248624078906;9150.592698166594;41139.69863035929;50492.82186914081;61580.78859250674;70676.01137211832;70676.01137211832;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Neu_dis;560.0;;;;0.059695081023705236;0.01845396793560099;0.0240745491397207;0.0240745491397207;0.025639073047082593;0.03156535699759062;0.03472164101976713;0.0439467389429657;0.06000173360824345;0.07417020354523926;0.08316624349714392;0.09100875368204268;0.09773337708936097;0.1004115082306896;0.1004115082306896;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Neu_dis;560.0;;;;58.195312848558025;13.534609963703732;28.527922530629297;28.527922530629297;33.625427642859506;37.75524777788353;40.47628056324484;46.969080095375354;58.31781957467792;66.99728980073336;76.47902356799449;79.99113847240771;90.17319028743117;101.80575068090796;101.80575068090796;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Sub_use_dis;560.0;;;;1196.2316700920778;1736.98864997402;35.89694281970777;35.89694281970777;37.27280497717398;156.83731253389035;213.22186905530938;332.0577364006412;549.6515763150896;925.3015608293215;4418.111824136777;5363.431660443902;7568.489996263675;8057.046719196334;8057.046719196334;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Sub_use_dis;560.0;;;;0.008315746417656441;0.005358117608736279;0.0012272732956644;0.0012272732956644;0.001319442766374826;0.0016712777447896651;0.0021114409244285502;0.004082410777658601;0.00765442025988775;0.011286376158429926;0.015568874691053546;0.01998594056442852;0.02397750298627351;0.0247763841549668;0.0247763841549668;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Sub_use_dis;560.0;;;;8.43716037575873;6.120131635753682;1.3484690353650113;1.3484690353650113;1.3771501263472912;2.073272613943023;2.3344912895619867;4.0600804450014705;6.955561677774057;9.716553751477964;17.637843762391793;19.608496243846513;29.439601142945275;31.71726537035357;31.71726537035357;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Dia_and_kid_dis;560.0;;;;7381.729765112847;10719.723570636672;130.41850378663156;130.41850378663156;143.33949546454153;358.2521690856755;502.85356537384024;1217.6241721695392;3688.915622223203;6816.035248906945;22215.55563418392;33626.059095651246;51887.1171000366;57597.08587814161;57597.08587814161;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Dia_and_kid_dis;560.0;;;;0.03685130070242864;0.014347844085870205;0.0112839595458;0.0112839595458;0.011743377973771875;0.014491019203402407;0.018770245254283422;0.0277140140883017;0.0354436633513796;0.044687004960745846;0.05726507554514927;0.06229021331035375;0.07364321202576782;0.0744692622689966;0.0744692622689966;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Dia_and_kid_dis;560.0;;;;36.41210717319877;13.772034117051023;12.645199922653203;12.645199922653203;15.040711902422755;16.880042610019316;19.339466441941955;26.82126118497428;35.24580112640855;43.25128308026245;56.94619855131302;63.78257845065361;71.70503731977807;78.16537818528779;78.16537818528779;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Ski_and_sub_dis;560.0;;;;382.8137639678659;631.1387069771723;4.535184788688009;4.535184788688009;5.030840907572038;9.126059948170882;13.633683020547004;39.41521031610056;86.73989684527373;378.5758799758258;1406.3964172402532;2103.753185295095;2360.8666774328976;2547.394329678012;2547.394329678012;0.0;560.0;0.0;high_variation;accept;accept_100
Per-Dea-Bot-Ski_and_sub_dis;560.0;;;;0.0017213568085825295;0.0013343009314250134;9.854788309067288e-05;9.854788309067288e-05;0.000150995317926113;0.00023899579605220501;0.00027062580732751;0.0006301625501530499;0.0013268826601149498;0.0023972716438292;0.00396373348013119;0.00430737495236764;0.004659733830846204;0.0049072668939272;0.0049072668939272;0.0;560.0;0.0;high_variation;accept;accept_100
Rat-Dea-Bot-Ski_and_sub_dis;560.0;;;;1.6199988572463428;1.158845017733471;0.0948098593972645;0.0948098593972645;0.15413035410481837;0.2677202170311772;0.3061712582438934;0.6343281904635111;1.2971895286794357;2.480395776337702;3.534883187369609;3.8235584339429822;4.3279844940412735;4.5487023304913725;4.5487023304913725;0.0;560.0;0.0;high_variation;accept;accept_100
Num-Dea-Bot-Mus_dis;560.0;;;;512.4553625668785;808.1207428613616;7.426232404920717;7.426232404920717;7.663501734162311;26.33063668087815;36.11985523759476;58.470668471431765;182.4365455785421;401.9360291180943;1692.7983165409587;2778.6604945868107;3240.3137780428583;3426.671759515996;3426.671759515996;0.0;560.0;0.0;high_variation;accept;accept_100
