Year;Country_code;Mean_temperature;Min_temperature;Max_temperature;Country;Country_code3;suicide_rate_est;suicide_rate_low;suicide_rate_high;suicide_rate_est_MEN;suicide_rate_low_MEN;suicide_rate_high_MEN;suicide_rate_est_WMEN;suicide_rate_low_WMEN;suicide_rate_high_WMEN;Population;Country_cross;Num-Pre-Bot-Men_dis;Per-Pre-Bot-Men_dis;Rat-Pre-Bot-Men_dis;Num-Pre-Bot-Res_inf_and_tub;Per-Pre-Bot-Res_inf_and_tub;Rat-Pre-Bot-Res_inf_and_tub;Num-Pre-Bot-Neo;Per-Pre-Bot-Neo;Rat-Pre-Bot-Neo;Num-Pre-Bot-Car_dis;Per-Pre-Bot-Car_dis;Rat-Pre-Bot-Car_dis;Num-Pre-Bot-Chr_res_dis;Per-Pre-Bot-Chr_res_dis;Rat-Pre-Bot-Chr_res_dis;Num-Pre-Bot-Neu_dis;Per-Pre-Bot-Neu_dis;Rat-Pre-Bot-Neu_dis;Num-Pre-Bot-Sub_use_dis;Per-Pre-Bot-Sub_use_dis;Rat-Pre-Bot-Sub_use_dis;Num-Pre-Bot-Dia_and_kid_dis;Per-Pre-Bot-Dia_and_kid_dis;Rat-Pre-Bot-Dia_and_kid_dis;Num-Pre-Bot-Ski_and_sub_dis;Per-Pre-Bot-Ski_and_sub_dis;Rat-Pre-Bot-Ski_and_sub_dis;Num-Pre-Bot-Mus_dis;Per-Pre-Bot-Mus_dis;Rat-Pre-Bot-Mus_dis;Num-Pre-Bot-Nut_def;Per-Pre-Bot-Nut_def;Rat-Pre-Bot-Nut_def;Num-Pre-Bot-Dig_dis;Per-Pre-Bot-Dig_dis;Rat-Pre-Bot-Dig_dis;Num-Pre-Bot-Mal_ski_mel;Per-Pre-Bot-Mal_ski_mel;Rat-Pre-Bot-Mal_ski_mel;Num-Pre-Bot-Lip_and_ora_cav_can;Per-Pre-Bot-Lip_and_ora_cav_can;Rat-Pre-Bot-Lip_and_ora_cav_can;Num-Pre-Bot-Tra_bro_and_lun_can;Per-Pre-Bot-Tra_bro_and_lun_can;Rat-Pre-Bot-Tra_bro_and_lun_can;Num-Pre-Bot-Non_ski_can;Per-Pre-Bot-Non_ski_can;Rat-Pre-Bot-Non_ski_can;Num-Pre-Bot-Tot_can;Per-Pre-Bot-Tot_can;Rat-Pre-Bot-Tot_can;Num-Dea-Bot-Men_dis;Per-Dea-Bot-Men_dis;Rat-Dea-Bot-Men_dis;Num-Dea-Bot-Res_inf_and_tub;Per-Dea-Bot-Res_inf_and_tub;Rat-Dea-Bot-Res_inf_and_tub;Num-Dea-Bot-Neo;Per-Dea-Bot-Neo;Rat-Dea-Bot-Neo;Num-Dea-Bot-Car_dis;Per-Dea-Bot-Car_dis;Rat-Dea-Bot-Car_dis;Num-Dea-Bot-Chr_res_dis;Per-Dea-Bot-Chr_res_dis;Rat-Dea-Bot-Chr_res_dis;Num-Dea-Bot-Neu_dis;Per-Dea-Bot-Neu_dis;Rat-Dea-Bot-Neu_dis;Num-Dea-Bot-Sub_use_dis;Per-Dea-Bot-Sub_use_dis;Rat-Dea-Bot-Sub_use_dis;Num-Dea-Bot-Dia_and_kid_dis;Per-Dea-Bot-Dia_and_kid_dis;Rat-Dea-Bot-Dia_and_kid_dis;Num-Dea-Bot-Ski_and_sub_dis;Per-Dea-Bot-Ski_and_sub_dis;Rat-Dea-Bot-Ski_and_sub_dis;Num-Dea-Bot-Mus_dis;Per-Dea-Bot-Mus_dis;Rat-Dea-Bot-Mus_dis;Num-Dea-Bot-Nut_def;Per-Dea-Bot-Nut_def;Rat-Dea-Bot-Nut_def;Num-Dea-Bot-Dig_dis;Per-Dea-Bot-Dig_dis;Rat-Dea-Bot-Dig_dis;Num-Dea-Bot-Mal_ski_mel;Per-Dea-Bot-Mal_ski_mel;Rat-Dea-Bot-Mal_ski_mel;Num-Dea-Bot-Lip_and_ora_cav_can;Per-Dea-Bot-Lip_and_ora_cav_can;Rat-Dea-Bot-Lip_and_ora_cav_can;Num-Dea-Bot-Tra_bro_and_lun_can;Per-Dea-Bot-Tra_bro_and_lun_can;Rat-Dea-Bot-Tra_bro_and_lun_can;Num-Dea-Bot-Non_ski_can;Per-Dea-Bot-Non_ski_can;Rat-Dea-Bot-Non_ski_can;Num-Dea-Bot-Tot_can;Per-Dea-Bot-Tot_can;Rat-Dea-Bot-Tot_can;Num-YLD-Bot-Men_dis;Per-YLD-Bot-Men_dis;Rat-YLD-Bot-Men_dis;Num-YLD-Bot-Res_inf_and_tub;Per-YLD-Bot-Res_inf_and_tub;Rat-YLD-Bot-Res_inf_and_tub;Num-YLD-Bot-Neo;Per-YLD-Bot-Neo;Rat-YLD-Bot-Neo;Num-YLD-Bot-Car_dis;Per-YLD-Bot-Car_dis;Rat-YLD-Bot-Car_dis;Num-YLD-Bot-Chr_res_dis;Per-YLD-Bot-Chr_res_dis;Rat-YLD-Bot-Chr_res_dis;Num-YLD-Bot-Neu_dis;Per-YLD-Bot-Neu_dis;Rat-YLD-Bot-Neu_dis;Num-YLD-Bot-Sub_use_dis;Per-YLD-Bot-Sub_use_dis;Rat-YLD-Bot-Sub_use_dis;Num-YLD-Bot-Dia_and_kid_dis;Per-YLD-Bot-Dia_and_kid_dis;Rat-YLD-Bot-Dia_and_kid_dis;Num-YLD-Bot-Ski_and_sub_dis;Per-YLD-Bot-Ski_and_sub_dis;Rat-YLD-Bot-Ski_and_sub_dis;Num-YLD-Bot-Mus_dis;Per-YLD-Bot-Mus_dis;Rat-YLD-Bot-Mus_dis;Num-YLD-Bot-Nut_def;Per-YLD-Bot-Nut_def;Rat-YLD-Bot-Nut_def;Num-YLD-Bot-Dig_dis;Per-YLD-Bot-Dig_dis;Rat-YLD-Bot-Dig_dis;Num-YLD-Bot-Mal_ski_mel;Per-YLD-Bot-Mal_ski_mel;Rat-YLD-Bot-Mal_ski_mel;Num-YLD-Bot-Lip_and_ora_cav_can;Per-YLD-Bot-Lip_and_ora_cav_can;Rat-YLD-Bot-Lip_and_ora_cav_can;Num-YLD-Bot-Tra_bro_and_lun_can;Per-YLD-Bot-Tra_bro_and_lun_can;Rat-YLD-Bot-Tra_bro_and_lun_can;Num-YLD-Bot-Non_ski_can;Per-YLD-Bot-Non_ski_can;Rat-YLD-Bot-Non_ski_can;Num-YLD-Bot-Tot_can;Per-YLD-Bot-Tot_can;Rat-YLD-Bot-Tot_can;High_temperature;Heat_wave;Days_w_High_temperature;Days_w_Heat_wave
2015;LV;7.137410159817352;-16.14;28.56;Latvia;LVA;21.5967;17.6363;26.0969;37.2087;30.8756;44.2492;8.38;6.43;10.7334;1977527.0;latvia;259644.0686787325;0.1366276201262855;13064.41302345394;446115.93275261833;0.2347491403762837;22447.04772761482;286221.86180244386;0.1506129626762841;14401.717851509577;270108.0029797629;0.1421334961922622;13590.922873090052;102808.99862281627;0.0540991878261528;5173.001745701714;823246.0286293864;0.4331862710636148;41422.96102762256;76302.86746694901;0.0401516869591312;3839.302705949858;361147.27531227854;0.1900402637455726;18171.71172437841;474602.76678713725;0.2497417084410775;23880.409049717782;472543.2320760727;0.2486572317475378;23776.780215681974;191559.8328528682;0.1007995101844551;9638.64411703644;671796.5758457182;0.3535050817943612;33802.53583011834;1614.1213339260712;0.0008493758770882;81.21713653498104;423.7128474003055;0.0002229628974117;21.31980010154078;1292.3746592966363;0.0006800610840853;65.02793002750307;127.99298512536912;6.73525671063508e-05;6.440174929825327;44506.13680846979;0.0234197124384557;2239.3985593548887;0.0630370944908734;2.2631399704811845e-06;0.0031718137926973;435.71066900676726;0.0156472478482411;21.923489982253905;5841.871266372063;0.2097927295360905;293.943240999535;15739.534797654076;0.5652411074644305;791.9602571318879;440.6013175373955;0.0158239199183531;22.16957090635058;1195.6081178453687;0.042943988145783;60.15896432840683;336.4833768525319;0.0120836566625742;16.930707614843612;654.6868410149923;0.0235110566209199;32.94163173287527;52.284149084839264;0.0018775954002233;2.6307618799078334;33.11781715214734;0.001189307678806;1.6663767592019676;5.6726188339242105;0.0002037130523884;0.2854270299650406;990.8048097110672;0.0355807380344531;49.85395324283911;71.46619182995508;0.0025665401714646;3.595937515657948;102.22628199213509;0.0036712327220115;5.143681411994124;1002.458867981673;0.0360013732625395;50.44034611297644;50.29673325095415;0.0018062621341318;2.530761824311135;5797.232806658796;0.2081896671479172;291.6971843983094;37118.34575262154;0.1394342224926827;1867.669853300738;2288.5318314833944;0.0085433408127326;115.1511960814899;4751.5266732521495;0.0178062037687621;239.0807818842688;17461.67135861683;0.0655875990711381;878.612355251049;4955.170600823625;0.018650265482122;249.3274568537788;21807.16561199164;0.0815640111760755;1097.262956460736;11128.247078027392;0.0418346281916896;559.9358259721445;13629.56430346463;0.0509586609236635;685.7936647515312;7363.622932027714;0.0275404433020578;370.512647650814;43203.75489868481;0.1617972399606601;2173.867098265521;3454.048658974955;0.0128957517561175;173.79606826216795;7814.333352696586;0.0292286311567644;393.1908745001959;105.83926816527244;0.0003959644287673;5.325474679424011;51.94518452913755;0.0001949360931003;2.613706327749321;245.0037060029126;0.0009218606033301;12.327759396882042;7.624433053134393;2.8614674999097097e-05;0.3836357324960553;4231.529154452575;0.0158655369177435;212.91626215794028;1;0;8;0
2016;LV;6.674885359744991;-17.055;29.105;Latvia;LVA;21.2656;16.944;26.3843;36.6669;29.8361;44.5761;8.21;6.01;10.9621;1959537.0;latvia;256852.20158920463;0.1364695731954347;13045.463730002391;430830.6587288388;0.2289051540399213;21881.789205797977;284321.37779646507;0.151064325703713;14440.61681682694;271665.882032045;0.1443402051819504;13797.84712297792;102337.40388518629;0.0543734855974204;5197.693001448324;813319.0516050298;0.4321152235009382;41308.28594415793;73794.03365038383;0.0392080968753982;3747.981849173757;363768.11705658113;0.1932765066297528;18475.69827251325;472253.4636133928;0.2509163959101602;23985.6438559546;471132.5093797581;0.2503202950095531;23928.71085048532;188001.04319198363;0.0998864438860644;9548.529368208909;667749.7661347323;0.3547847578155064;33914.855706630435;1614.032625595854;0.0008575698758547;81.97634260471219;399.6272164793225;0.0002123293553987;20.296973613022463;1230.7754311122762;0.0006539302442586;62.51079861107205;130.95089215132018;6.957779437196399e-05;6.650965432267103;44313.25252060863;0.0235443905755491;2250.6598150192126;0.0629888577811692;2.312928100722463e-06;0.0031991894735351;411.8734093137075;0.0151516838053797;20.91895490601172;5635.371164782824;0.2072837209116451;286.2191940750942;15513.49671347801;0.5705940233171131;787.9268990065553;428.95389353568464;0.0157784394007005;21.786468737039904;1211.4501025852314;0.0445494813772319;61.52926965858471;331.75097616815606;0.0122064607958178;16.849555114642534;622.2716339662913;0.0228838545746888;31.605031924545344;50.7716225183596;0.0018676006664767;2.578678928888227;32.971493484872006;0.0012123256238137;1.6746145048381986;5.597418319940546;0.0002057940118127;0.2842915778904665;950.7492780275164;0.0349677434599267;48.28833526087714;68.69170406710815;0.0025264211255101;3.488835713359836;94.94403172620508;0.0034935647492081;4.822185344727292;948.5876282026512;0.0349048788341604;48.17854556776661;50.437082353780575;0.0018553490863175;2.56168771154128;5591.967839108578;0.2056873028658453;284.0147492335013;36737.55154481971;0.1389931413074301;1865.891719992101;2243.190044323027;0.0084334528913684;113.9311019397874;4703.796807113159;0.0177526083209846;238.9047485706847;17227.68161242605;0.0651780680449941;874.9899523398863;4941.0761767856775;0.0187289301301728;250.9561127084596;21712.274461409197;0.0818274297808326;1102.7613827316147;10846.171734241869;0.0410682686950845;550.874546112422;13853.291564995448;0.052164013227294;703.6054646762733;7310.631750979338;0.0275368967864841;371.3052905940643;43042.4266800034;0.162357405930512;2186.1148654015333;3364.021746526538;0.0126489746921324;170.85788406610143;7790.96665373708;0.029350717548451;395.7013888692978;105.34913899690976;0.0003970799675707;5.350658329061909;48.85413909252705;0.0001846340113375;2.481290390538898;233.22309645314817;0.0008834254045217;11.845346962002711;7.744330835017701;2.92697934142941e-05;0.3933327664558694;4179.4040395115335;0.0157815006596859;212.27096156128383;1;1;6;1
2017;LV;6.277746118721461;-20.788;26.487;Latvia;LVA;21.4495;16.2732;27.8082;36.9393;28.6049;47.1336;8.29;5.8;11.3907;1942248.0;latvia;254183.4693026958;0.1363094931176857;13028.26616718313;416647.7156081848;0.2234313476575512;21355.430200805287;282870.5239689772;0.1516932858818573;14498.631587759615;273221.936983739;0.1465191875167488;14004.089752581473;102148.399646336;0.0547786659436249;5235.653375867061;804207.1533926796;0.4312548585078264;41219.93014217383;71124.65036590556;0.0381416304800694;3645.519822972332;366026.58695999446;0.1962881324224792;18760.825840729976;470258.5396880305;0.2521839518031486;24103.272487600498;469984.4689204477;0.2520366705486674;24089.224890726844;184695.71321941877;0.0990443933951863;9466.645956015327;663922.994585209;0.3560376040041822;34029.61456029528;1666.8328003990691;0.0008938593692767;85.4341214216797;396.9826847423593;0.0002128863933051;20.347491891486097;1237.974549713441;0.0006638745754668;63.45283580443423;133.08721128615446;7.137142005723457e-05;6.821433419099885;44695.2032326898;0.0239682922715809;2290.86889760872;0.0631603704872566;2.316029492372321e-06;0.0032373077611351;407.82171869096095;0.0150019506037175;20.90305051874419;5607.645781651476;0.2062380399146599;287.4219240734169;15547.827323647947;0.5720095752477729;796.9095443129178;428.8105838666559;0.0157762846505325;21.978842437102383;1234.8557112460278;0.0454197935991898;63.29297860444642;333.4845044099441;0.0122646776684223;17.09286956387385;610.4554334612995;0.0224505608259785;31.289115268412218;50.52959141304535;0.001858519020548;2.5899125857953016;33.025484575876334;0.0012138362109583;1.6927332235061092;5.53967221514908;0.0002035784172378;0.2839379141999369;946.6482609811442;0.0348089489546073;48.52080091831762;68.5162920592792;0.0025189147164729;3.51182746929042;93.55787229875504;0.0034416158910613;4.795342772239766;945.0734974611036;0.0347718681647541;48.44008584134682;50.8542161386882;0.0018718625471523;2.606551344176113;5563.997482092444;0.2046325950336643;285.18471460436706;36389.22506750364;0.1384539741271095;1865.1429658173367;2207.334036625444;0.0083460754223097;113.13770886804896;4733.279328431243;0.0179684969032565;242.6059535012179;17011.759434574597;0.0647303653737421;871.9439170994749;4940.341648925551;0.0188319959978349;253.2190080479787;21631.31279221684;0.0820123204950036;1108.7208046050753;10567.889904606596;0.0402488812357135;541.6610406664321;14073.459366026707;0.0532892533200728;721.3402784084502;7262.933595241946;0.0275125228194714;372.26430299724;42886.06198178927;0.1626952707706988;2198.1407047981397;3280.764907704885;0.0124064449742608;168.15679857856094;7769.542568066559;0.029437217783774;398.23073015612965;108.43321279326976;0.0004111839827257;5.557783759537911;48.25520814618656;0.0001835176660067;2.473338244245432;233.385523668717;0.0008895493835475;11.962259899374253;7.856084879328124;2.985857342499619e-05;0.402666487795806;4204.47098665144;0.0159694630836854;215.5016896124845;1;0;2;0
2018;LV;6.95980696347032;-18.977;28.578;Latvia;LVA;18.085;13.0667;24.3358;34.2559;24.9556;45.6914;4.32;2.94;6.15;1927174.0;latvia;251884.96219277885;0.1363232347069355;13029.759914532113;403661.1904265324;0.2184650120237495;20880.994054923096;292719.3312844113;0.1584235271478587;15142.0814318371;273569.76823657256;0.1480594601608622;14151.493479267823;102235.03809610376;0.0553307410908967;5288.517383684706;795661.6098011816;0.4306087133425557;41158.78795886583;69966.45192044877;0.0378668113027734;3619.29534283741;365976.6031976939;0.1980718381703389;18931.60763742745;468603.2580744498;0.2536147333017147;24240.38296976449;469107.7323901018;0.2538873149801324;24266.478927056956;181922.83515813947;0.0984576866205811;9410.688293759182;657966.5283020061;0.3560987524156021;34035.957609140336;1700.7059186121771;0.0009204398481461;87.97583472958807;395.092156383689;0.000213828326261;20.43772640088884;1250.315777649926;0.000676682313735;64.67759829053064;137.89689522666492;7.463147870555509e-05;7.1332699742023085;44935.8527347001;0.024319708528275;2324.487208727456;0.0629001890082269;2.289917071168269e-06;0.0032537645527589;406.9798646993305;0.0148763730607904;21.05266579202344;5609.028062803909;0.2049958829364196;290.14947290213127;15702.06761575656;0.5741469070091587;812.2524243367608;431.9203408404913;0.0157929605404243;22.342811950191976;1269.0329891911406;0.0463666146123874;65.64582112737021;334.63303950373484;0.0122267095504213;17.310236094470614;604.2651197280281;0.0220851568734196;31.258036868260227;50.482520585282415;0.0018460094723603;2.611410849541818;33.03060950743905;0.0012066206338191;1.7086407539613362;5.446100023932513;0.0001988302469806;0.2817213666294941;946.3329166388676;0.0345785884007523;48.95286560849279;68.55612756843277;0.0025055381207049;3.5463406592849918;93.06644617472747;0.0034015236025442;4.8142351937125225;949.0569989215056;0.0346920156877798;49.0937796901481;51.52156886550628;0.001884743403945;2.6651597891889787;5565.219132421414;0.2033944095396962;287.88328027186446;36091.63546610231;0.1379666668431046;1866.984598652659;2180.668207408185;0.0082846159160507;112.80380912154484;4732.739351826205;0.0180460861616372;244.81992476056456;17020.06781573344;0.0650665674978039;880.4312708367763;4937.928904655679;0.0189149832262319;255.43417734263036;21525.92996645067;0.0819949309547195;1113.515062424498;10441.64151717919;0.0399639721534337;540.1357861861118;14067.745030419672;0.0535191906031661;727.7105337671303;7216.0577882636;0.0274648135922384;373.2795308300456;42761.24381450537;0.1629784782685522;2211.9968405392533;3225.046989313427;0.0122544933015005;166.8284903474212;7666.074908709912;0.0291846214047634;396.5584712868278;110.26198730409634;0.000419991671198;5.703743525474941;47.91523542205411;0.0001830138757909;2.4786077277603678;235.57986957743876;0.0009017483353558;12.18631360351536;7.980358180067606;3.04816716070099e-05;0.412816034006314;4226.153436323818;0.0161219338593977;218.614736496774;1;1;21;11
2019;LV;7.623857648401827;-13.532;28.665;Latvia;LVA;20.1248;14.0517;27.8051;35.4627;25.0021;48.4905;7.04;4.71;10.1527;1913822.0;latvia;249853.3827520593;0.1364609346013751;13045.184273877305;391571.6890080368;0.2138611668197008;20444.48941726852;316095.16177407705;0.1726401513915561;16503.757475702645;272327.6185521249;0.1487356931204282;14218.594632372877;102392.6982173376;0.0559229698169509;5346.061765632302;787725.054215272;0.4302147554811105;41128.19436823703;69282.79481255524;0.0378400179340158;3617.348764238673;364822.9805384942;0.1992539475223961;19047.90303836935;467188.4398283853;0.2551624079404834;24392.542622624525;468392.5679539751;0.2558194600733351;24455.41178659044;179291.28505547947;0.0979215074871231;9361.041369489792;650391.2470508118;0.3552194200590841;33957.80987409813;1733.4704605530644;0.0009467558032345;90.50684582356854;392.69045174031135;0.0002144731544496;20.50290153817124;1259.1952223180765;0.0006877218999275;65.74429183624821;140.75798645959603;7.687747422030081e-05;7.3491655432478735;45228.95915800486;0.0247023275669605;2361.4653531321105;0.0626472742814864;2.2739415956175414e-06;0.003270899230006;405.247849609999;0.0147717951963972;21.158540326832476;5600.989167521925;0.2041352912694579;292.4352474299725;15778.845934859712;0.5754854324500931;823.8349650587974;433.0040333351975;0.0157915674306177;22.60772835641428;1300.19897084713;0.0473607888309515;67.88515320698272;335.53046460579736;0.0122228362385075;17.518501018758805;597.8904778374414;0.0217942165031923;31.216673446946476;50.45852838726563;0.00184001208896;2.63450826140605;33.046866986229304;0.0012038954113677;1.7254217844129636;5.347106518451191;0.0001946733111189;0.2791796896921204;944.752303363473;0.0344269958698349;49.32680020096691;68.52183833593013;0.0024975740675823;3.5776181936430937;92.27854687804988;0.0033626728760511;4.8179881948781125;950.202979522092;0.0346324227745296;49.611387402161576;51.98483611989956;0.0018965010029365;2.714198859994472;5557.025039048276;0.2025327389750055;290.13982060379954;35838.422751227365;0.1376508477232591;1871.172700266451;2154.777847141967;0.0082252803467028;112.50387637588994;4699.789794399908;0.0180033309309275;245.38240483730024;17015.6657646627;0.0653591392206672;888.4110072786309;4930.2359506492985;0.0189778238949504;257.41431147137297;21381.68650045111;0.0818150747015606;1116.3668764951335;10391.914714497048;0.0399612767547275;542.5759736203281;13965.10918699661;0.0533845272543592;729.1373074182889;7170.490133522435;0.0274192914569663;374.3810233645849;42648.70028291638;0.163319540770973;2226.7465347231605;3188.356993175816;0.0121724215362723;166.46844660957902;7504.61703301032;0.0287073793000812;391.8262423432853;112.13053025770908;0.0004289678509913;5.854487194960076;47.833339686989305;0.0001834546884646;2.4974435958346097;236.20568259796505;0.0009083272646562;12.332619322929828;8.079771398701814;3.101687149036679e-05;0.4218558325122369;4246.156784022819;0.0162719201502464;221.69760958697836;1;1;14;2
1980;NL;9.069256375227686;-9.259;26.756;Netherlands;NLD;;;;;;;;;;14149800.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
1981;NL;9.15288299086758;-10.622;26.888;Netherlands;NLD;;;;;;;;;;14247208.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
1982;NL;9.680261415525115;-11.472;27.421;Netherlands;NLD;;;;;;;;;;14312690.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1
1983;NL;9.75784303652968;-8.044;28.647;Netherlands;NLD;;;;;;;;;;14367070.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;4;0
1984;NL;9.124336634790527;-6.375;27.33;Netherlands;NLD;;;;;;;;;;14424211.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
1985;NL;8.207961301369862;-13.93;26.043;Netherlands;NLD;;;;;;;;;;14491632.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
1986;NL;8.631540867579908;-11.051;27.098;Netherlands;NLD;;;;;;;;;;14572278.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0
1987;NL;8.416469520547945;-14.354;26.465;Netherlands;NLD;;;;;;;;;;14665037.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
1988;NL;9.961753187613843;-2.638;24.794;Netherlands;NLD;;;;;;;;;;14760094.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
1989;NL;10.357185273972602;-2.922;27.809;Netherlands;NLD;;;;;;;;;;14848907.0;netherlands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;3;0
1990;NL;10.533811643835616;-2.931;31.276;Netherlands;NLD;;;;;;;;;;14951510.0;netherlands;2327908.596012453;0.1672163352305152;15599.124316418474;2408125.5479653277;0.1729768768901688;16136.651523431869;1375846.3036198192;0.0988296818341261;9219.43308565178;1288598.0526646026;0.0925622793228826;8634.789721487141;1837422.7977733589;0.1319822238815544;12312.419264821829;6739356.5736347465;0.4840674463911028;45159.87491299167;426133.3454256103;0.0306097622301965;2855.48455040364;1464947.3899826931;0.1052299189677394;9816.492147714274;4452865.500125366;0.3198568628481937;29838.28601334608;3519227.206315964;0.2527913457570385;23582.05248396752;783238.7221993854;0.0562592516981426;5248.41835197021;2683487.5234470274;0.1927586366439906;17981.82950632662;14816.2381073622;0.0010643007452246;99.28239473589848;3796.65707135478;0.0002727202753045;25.441087224953773;11957.355335092232;0.0008589169328536;80.12525607199379;1294.8942380489289;9.301486588040287e-05;8.676979942657146;349660.0290754945;0.0251166460949261;2343.0431381086564;0.9981186881606544;7.856291809299158e-06;0.0066883113563086;4187.615040397905;0.032961637583468;28.060864467086304;36424.21018252032;0.2867019092187093;244.07564100143503;51094.44293016341;0.4021744003586176;342.37966581292;6933.755408457687;0.054576970123093;46.46252553963751;6758.146165702318;0.0531938041694509;45.28578242629308;211.88686070935728;0.0016678028231087;1.419836451861802;5333.722234856024;0.0419828276611921;35.74083465015883;446.7108670466533;0.003516152909281;2.993372832804531;543.0030925135786;0.004274036729075;3.638619127412548;116.60128719921144;0.0009177933817556;0.7813356493423004;4863.052389246978;0.038277937805265;32.58691466970021;376.3036641377736;0.0029619794825818;2.521579948484161;268.2137360581059;0.0021111613956554;1.7972782175847373;9493.207599758704;0.0747228392471749;63.61320447197348;93.72663184065162;0.0007377433223318;0.6280544624243012;36082.9270381726;0.2840155667942503;241.7887306799142;331205.3303963758;0.1911535516002953;2219.379717899319;16920.54332816834;0.0097157468264377;113.38317119905984;32650.88524547168;0.018817463229626;218.79090049225528;63120.85102361269;0.0364150454684444;422.96763874752975;97579.09687362835;0.0564452557694562;653.8695142167114;147792.91984642268;0.0845236284375338;990.3482180184728;47023.91209785819;0.0271015959129474;315.10337300842224;56833.34556800568;0.0326937136897046;380.8355810670106;103171.28953359251;0.059439435887822;691.3423379579738;347464.2933465736;0.2000278601672235;2328.3296933195834;18208.627101950617;0.010473255855455;122.014514779993;25707.51022390479;0.0147931247095595;172.26391471520836;895.523307429271;0.0005150413502512;6.000828135936273;358.0995029633918;0.0002062808595754;2.399595359518029;2312.649390424633;0.0013372059411532;15.496873632975865;77.3813022273469;4.467793466085344e-05;0.5185257510876413;32301.89173493717;0.0186169461092277;216.45232364015015;1;1;4;1
